0,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2600,2700,2800,2900,3000,3100,3200,3300,3400
0,0,0,0,0,0,1198,4470,11117,22803,40193,58032,77345,92171,110697,118790,116639,115326,113229,101262,80694,60402,40982,23511,12872,4969,1063,120,14,0,0,0,0,0,0
