0,100,200,300,400,500,600,700,800,900,1000,1100,1200,1300,1400,1500,1600,1700,1800,1900,2000,2100,2200,2300,2400,2500,2600,2700,2800,2900,3000,3100,3200,3300,3400
0,0,0,0,0,0,12800,42221,101075,190442,296608,391086,483530,561965,628835,659231,644474,624775,581823,499901,402985,308002,234173,174975,140272,94751,43565,17500,5391,1651,489,110,0,0,0
